"ID objave","ID strani","Ime strani",Naziv,Opis,"Trajanje (s)","Čas objave","Vrsta opisa","Trajna povezava","Je navzkrižna objava","Je delitev","Vrsta objave",Jeziki,"Oznake po meri","Stanje financirane vsebine","Komentar glede podatkov",Datum,"Odzivi, komentarji in delitve","Negative feedback from users","Edinstvene negativne povratne informacije uporabnikov","Negativne povratne informacije uporabnikov: Skrij vse","Edinstvene negativne povratne informacije uporabnikov: Skrij vse","Ocenjeni zaslužki (USD)","Prikazi oglasov","Dodaj CPM (USD)","Ogledi 3-sekundnih videov po najbolj priljubljeni ciljni publiki (F, 35-44)","Ogledi 3-sekundnih videov po najbolj priljubljeni ciljni publiki (M, 55-64)","Ogledi 3-sekundnih videov po najbolj priljubljeni ciljni publiki (F, 45-54)","Ogledi 3-sekundnih videov po najbolj priljubljeni ciljni publiki (M, 35-44)","Ogledi 3-sekundnih videov po najbolj priljubljeni ciljni publiki (F, 25-34)","Ogledi 3-sekundnih videov po najbolj priljubljeni ciljni publiki (M, 18-24)","Ogledi 3-sekundnih videov po najbolj priljubljeni ciljni publiki (M, 45-54)","Ogledi 3-sekundnih videov po najbolj priljubljeni ciljni publiki (M, 25-34)","Ogledi 3-sekundnih videov po najbolj priljubljeni ciljni publiki (F, 55-64)","Ogledi 3-sekundnih videov po najbolj priljubljeni ciljni publiki (F, 18-24)","Ogledi 3-sekundnih videov po najbolj priljubljeni ciljni publiki (F, 65+)","Ogledi 3-sekundnih videov po najbolj priljubljeni ciljni publiki (M, 65+)","Ogledi 3-sekundnih videov po državah (Slovenia (SI))","Ogledi 3-sekundnih videov po državah (United States (US))","Ogledi 3-sekundnih videov po državah (Bosnia and Herzegovina (BA))"
892644256878801,100083997030575,"Coding Giants Slovenija","Zakaj je dobro začeti zgodaj z učenjem programiranja? 👧🧒💡  
Zgodnje učenje programiranja otrokom pomaga razvijati veščine, ki jih bodo potrebovali v svetu, kjer je tehnologija del skoraj vsakega poklica. Programiranje ni le pisanje kode — je način razmišljanja.

Raziskave kažejo, da zgodnje učenje programiranja:
• krepi sposobnost reševanja problemov,
• spodbuja ustvarjalnost in domišljijo,
• uči logičnega razmišljanja,
• razvija vztrajnost in samostojnost,
• otrokom pomaga razumeti tehnologijo, ne le uporabljati jo.

V šoli programiranja Coding Giants Slovenija otroke učimo, da je programiranje zabavno, dostopno in odlična vaja za možgane. Ko začnejo zgodaj, se učijo naravno — skozi igro, raziskovanje in ustvarjanje.

#CodingGiantsSlovenija #ProgramiranjeZaOtroke #DigitalneVesčine #UčenjeZaPrihodnost",,0,"02/25/2026 01:00",N/A,https://www.facebook.com/CodingGiants.SI/posts/pfbid033fBJVzJpgeFhBdSGFsdzaa1PLLaV2cRHr4ea6CKXVKosP6D3khCXyqof7qS71r2al,0,0,Fotografije,,,,,"Življenjska doba",6,0,0,,,,,,,,,,,,,,,,,,,,
890980860378474,100083997030575,"Coding Giants Slovenija","UI pomaga otrokom učiti se iz napak 🎯🤖  
Ne gre le za odgovore — UI razloži napake, ponudi lažje primere, ustvari naloge po meri in spodbuja samostojno razmišljanje.
V Giganci Programiranja otroke učimo, da UI podpira razumevanje, ne pa da ga nadomesti.
#GiganciProgramiranja #UI #DigitalneVesčine",,0,"02/23/2026 01:00",N/A,https://www.facebook.com/CodingGiants.SI/posts/pfbid0oWaG98VLWKscvApVwyKvYeZ6FPo7g6Z6bbyaShC16CcYaupc5qXAGA4fSTrWkwevl,0,0,Fotografije,,,,,"Življenjska doba",5,0,0,,,,,,,,,,,,,,,,,,,,
889329443876949,100083997030575,"Coding Giants Slovenija","Kako lahko UI pomaga otrokom pri učenju 🤖✨  
Umetna inteligenca lahko otrokom pomaga na veliko več načinov kot samo s tem, da jim pove pravilen odgovor. Njena največja moč je v tem, da jih uči razmišljati, razumeti in napredovati.

UI lahko otroku pomaga tako, da:
• razloži, zakaj je odgovor napačen
• ponudi enostavnejši primer
• ustvari dodatne naloge na otrokovi ravni
• pokaže več različnih poti do pravilne rešitve
• spodbuja radovednost z vprašanji, ki otroka vodijo do samostojnega razmišljanja  
• pomaga graditi samozavest, ker otrok vidi, da je napaka samo korak v procesu

V šoli programiranja Coding Giants otroke učimo, da so napake priložnost za rast — UI pa je odličen pomočnik, ki jim to pokaže na jasen, razumljiv in prijazen način.

👉 Želiš, da tvoj otrok spozna UI in programiranje na zabaven, varen in razumljiv način
🔗 Prijava na brezplačno delavnico: https://bit.ly/CwGBrezplacno
#CodingGiantsSlovenija #UmetnaInteligenca #UčenjeZaPrihodnost",,0,"02/21/2026 01:00",N/A,https://www.facebook.com/CodingGiants.SI/posts/pfbid02f7Akedr7bq9VNKfHAAWYhZRBr6W4HPjSKu3dPSiGSZN8tXogEUiLekrykcxqQaZ4l,0,0,Fotografije,,,,,"Življenjska doba",4,0,0,,,,,,,,,,,,,,,,,,,,
887624164047477,100083997030575,"Coding Giants Slovenija","Prvi koraki v svet umetne inteligence ✨🤖  
Umetna inteligenca ni več tehnologija prihodnosti — je del vsakdana naših otrok. Zato je pomembno, da jo razumejo, se z njo znajo varno srečati in jo uporabljajo odgovorno.

Pri Coding Giants otroke vodimo skozi prve korake v svet UI na način, ki je varen, razumljiv in zabaven.
Skozi praktične projekte spoznajo, kako UI deluje, kje jo srečamo in kako jo lahko uporabimo za ustvarjanje, ne le za igranje.

👉 Če želiš, da tvoj otrok samozavestno stopi v digitalni svet
🔗 Prijava na brezplačno delavnico: https://bit.ly/CwGBrezplacno
#UmetnaInteligenca #CodingGiantsSlovenija #DigitalneVesčine",,0,"02/19/2026 01:00",N/A,https://www.facebook.com/CodingGiants.SI/posts/pfbid0j3rbiFAM3E64S94STCFK2Bh7a4JGtgAbBP6oy67AHh553YHr8PWSFSYFNEjbQpVLl,0,0,Fotografije,,,,,"Življenjska doba",3,0,0,,,,,,,,,,,,,,,,,,,,
885938710882689,100083997030575,"Coding Giants Slovenija","UI je del našega vsakdana ✨  
Otroci odraščajo v svetu, kjer tehnologija ni več izbira, ampak realnost. Zato jim pri Coding Giants pomagamo razumeti digitalni svet, se v njem znajti in ga uporabljati odgovorno.

Na naših delavnicah se otroci učijo programiranja na zabaven, varen in praktičen način — skozi projekte, ki jih navdušijo in jim odprejo vrata v prihodnost.

👉 Želiš, da tudi tvoj otrok naredi prvi korak v svet programiranja
🔗 Prijava na brezplačno delavnico: https://bit.ly/CwGBrezplacno
#CodingGiantsSlovenija #ProgramiranjeZaOtroke #DigitalneVesčine",,0,"02/17/2026 01:00",N/A,https://www.facebook.com/CodingGiants.SI/posts/pfbid0CmeXPudU68NthNi5Lz29RKptZp6Mm9c4MXYXDPNvvTeVXWmKumny7CPdEHMN2PHPl,0,0,Fotografije,,,,,"Življenjska doba",4,0,0,,,,,,,,,,,,,,,,,,,,
882467427896484,100083997030575,"Coding Giants Slovenija","Svetovni dan radia 📻✨  
Danes praznujemo enega najstarejših in najvplivnejših medijev, ki je povezal svet dolgo pred internetom. Radio je prinašal novice, glasbo, zgodbe in znanje — in še danes ostaja pomemben del našega vsakdana.

Pri Coding Giants učimo otroke, da razumejo tehnologijo, ki nas obdaja, od klasičnih medijev do digitalnih platform.
Vsaka tehnologija ima svojo zgodbo — mi pa pomagamo otrokom razumeti, kako nastaja in kako jo lahko ustvarjajo tudi sami.

👉 Želiš, da tvoj otrok naredi prve korake v svet programiranja
🔗 Brezplačna delavnica: https://bit.ly/CwGBrezplacno
#svetovnidanradia  #codinggiantsslovenija  #digitalnevesčine",,0,"02/13/2026 01:00",N/A,https://www.facebook.com/CodingGiants.SI/posts/pfbid0nrgKk3EeChvfm3dHkikkUJgu6huQPK2Pf9qToBR4TuHAT9M4ZgMbpEgFtDaYF4p5l,0,0,Fotografije,,,,,"Življenjska doba",7,0,0,,,,,,,,,,,,,,,,,,,,
881669137976313,100083997030575,"Coding Giants Slovenija","Ali bi morala biti umetna inteligenca obvezni del pouka? 🤖📚  
Svet, v katerega odraščajo naši otroci, že danes poganja umetna inteligenca. Pri Coding Giants jih ne pripravljamo na prihodnost – pomagamo jim, da jo ustvarjajo.

Posodobili smo vse naše programe, da otroci in mladi (6–18 let) tehnologijo ne le uporabljajo, ampak jo razumejo in obvladajo od začetka. 🚀
✔️ Online pouk v živo  
✔️ Izkušeni mentorji  
✔️ Metodologija: od igranja do ustvarjanja

Pripravi jih na digitalni svet, v katerem bodo voditelji. ✨
🔗 Rezerviraj BREZPLAČNI preizkusni tečaj: https://bit.ly/CwGBrezplacno
#CodingGiants #UIvŠolah #DigitalnaPrihodnost #TehnološkaVzgoja #OtrociProgramerji",,0,"02/12/2026 01:00",N/A,https://www.facebook.com/CodingGiants.SI/posts/pfbid0vHqfcwHmZo7otSiffBgfVG5nniMVw8ZKTo5kuELfRRbXRPLSF3j23cJv4xaa6TDZl,0,0,Fotografije,,,,,"Življenjska doba",4,0,0,,,,,,,,,,,,,,,,,,,,
880421994767694,100083997030575,"Coding Giants Slovenija","IMAMO OLIMPIJSKO ZLATO! 🇸🇮🥇
Naši skakalci so znova dokazali, da je srce slovenskega športa neustavljivo. Pogum, predanost in ekipni duh so nas popeljali do vrha — in mi navijamo z vsem ponosom!

Pri Coding Giants otroke učimo podobnih vrednot: vztrajnosti, poguma in zaupanja v svoje sposobnosti. Tako kot športniki tudi mladi programerji rastejo z vsakim korakom, vsakim projektom in vsako novo veščino.

👉 Naj tudi tvoj otrok naredi svoj prvi “skok” v svet programiranja  
🔗 Brezplačna delavnica: https://bit.ly/CwGBrezplacno  
#Slovenija #OlimpijskoZlato #Ponosni #CodingGiantsSlovenija",,0,"02/10/2026 13:12",N/A,https://www.facebook.com/CodingGiants.SI/posts/pfbid0Txkjs2qAB1DUHetSLqiP85XpEtKMyB4kKMAuHhR5fSkQf1rXqeqM5gdTZuXxxxvLl,0,0,Fotografije,,,,,"Življenjska doba",6,0,0,,,,,,,,,,,,,,,,,,,,
879971234812770,100083997030575,"Coding Giants Slovenija","🎨 Tvoje ideje, tvoja koda, tvoja zgodba!
⠀
Z Scratchom se otroci na igriv način naučijo, kako upravljati like, pripovedovati zgodbe in ustvarjati svoje prve igre. 👾✨
⠀
Tako se ustvarjalnost spremeni v pravo programersko moč – brez zapletene kode, a z veliko zabave! 🚀
⠀
👉 Preizkusi brezplačno poskusno uro in postani pravi Story-Coder!
⠀
Coding Giants – programiranje z zabavo in prihodnostjo.",,0,"02/10/2026 01:00",N/A,https://www.facebook.com/CodingGiants.SI/posts/pfbid02fXrFjCn5a9Phvr2FnVqc4RUZeA3if3eG8hdCG8JYaX3WYgr4AfWKprBRS5qpumocl,0,0,Fotografije,,,,,"Življenjska doba",2,0,0,,,,,,,,,,,,,,,,,,,,
878233614986532,100083997030575,"Coding Giants Slovenija","8. februar – Prešernov dan 🇸🇮✨  
Danes se poklanjamo Franceu Prešernu, pesniku, ki je s svojo ustvarjalnostjo, pogumom in ljubeznijo do jezika oblikoval slovensko kulturo.
Tudi pri Coding Giants verjamemo v moč znanja in ustvarjalnosti — le da jo prenašamo v svet digitalnih veščin.

Da lahko otroci razvijajo svoje talente tudi na področju programiranja, smo pripravili brezplačne preizkusne delavnice za otroke od 6 do 18 let.
Naj odkrijejo, kako lahko ustvarjajo, gradijo in razmišljajo kot pravi mali inovatorji. ❤️

🔗 Prijava na brezplačno delavnico: https://bit.ly/CwGBrezplacno
#PrešernovDan #SlovenskaKultura #CodingGiantsSlovenija",,0,"02/08/2026 01:00",N/A,https://www.facebook.com/CodingGiants.SI/posts/pfbid0vxHJNGxSMRYfHZuQ8SGt6X4EzyztcTTKeKtf5B3T2PRTAvktu8kB2XYdcguXWypol,0,0,Fotografije,,,,,"Življenjska doba",2,0,0,,,,,,,,,,,,,,,,,,,,
875682255241668,100083997030575,"Coding Giants Slovenija","⚙️ Kako se C#‑koda sploh izvaja?
Veliko otrok pri programiranju najprej pomisli na barvne bloke ali kratke ukaze, a v ozadju poteka res fascinanten proces! 💻✨

Na naših tečajih otroci korak za korakom spoznajo:
• kako računalnik razume napisano kodo
• kako se koda prevede in izvede
• zakaj mora biti vsaka vrstica logično zasnovana

To ne prinese le Aha trenutkov, ampak tudi pravo tehnično razumevanje. 🚀

👉 Naši tečaji otrokom pokažejo ne le kako programirati, ampak tudi zakaj stvari delujejo.

Coding Giants – učenje programiranja z zabavo in prihodnostjo.",,0,"02/05/2026 04:00",N/A,https://www.facebook.com/CodingGiants.SI/posts/pfbid0yT6TQFNhD6dj8FXQV2UebHgUUvNLvPNx9eT6uCpjFRgqg1QTVTaGYi4eZ6EAN5TNl,0,0,Fotografije,,,,,"Življenjska doba",3,0,0,,,,,,,,,,,,,,,,,,,,
875447125265181,100083997030575,"Coding Giants Slovenija","🤖✨ IKT dan: Umetna inteligenca + robotika v praksi (Scratch + AI)

V okviru cikla brezplačnih delavnic Coding Giants Slovenija (februar–marec 2026), smo v sodelovanju s  Strojno fakulteto Univerze v Mariboru izvedli IKT dan za učence OŠ Franceta Prešerna (Maribor).

Najprej smo na razumljiv in “hands-on” način osvetlili ključne teme:
✅ kaj je umetna inteligenca in kako deluje strojno učenje,
✅ kje jo srečujemo danes (jezik, računalniški vid, robotika, optimizacija),
✅ kaj pomenijo generativna orodja in veliki jezikovni modeli. 

🎯 Glavni cilj delavnic pa je bil praktičen projekt: učenci so v Scratchu izdelali svojo igro “AI-powered I Spy”, kjer računalnik s pomočjo ""pretrained"" modela ImageNet prepozna objekt na sliki, igralec pa ugiba, kaj je UI “videla”. Projekt smo nadgradili še z izboljšanjem namigov in testiranjem z lastnimi slikami. 

🔧Za dodatno popestritev so poskrbeli kolegi strojne fakultete, ki so učencem omogočili vpogled v realno inženirsko okolje:
✈️ ogled modela letalskega motorja,
⚛️ predstavitev modela jedrske elektrarne,
🤖 obisk laboratorija robotike, kjer so učenci ogledali delovanje industrijskih robotov in spoznali delo s kolaborativnimi roboti.

💡 Rezultat: udeleženci niso samo poslušali o tehnologiji — tehnologijo so preizkusili v lastnem programerskem projektu, ki so ga uresničili ob pomoči izkušenih mentorjev šole programiranja Coding Giants Slovenija.

👏 Hvala  Fakulteta za strojništvo UM za  sodelovanje in učencem  OŠ France Prešeren v Mariboru za odlično energijo učencev!

🤖 Posebna zahvala pa vsekakor predavateljem naše šole programiranja Coding Giants Slovenija, Jakob Lipovec Sabina Paurič Merih Husidic, za predanost in zavetost, v predajanju novih znanj mlajšim.

📩 Če vas zanima izvedba podobnega IKT dneva ali AI delavnice na vaši šoli, smo mi vedno za akcijo.

@followers @topfans

#CodingGiantsSlovenija #DIGILand #IKTdan #UmetnaInteligenca #Scratch #Robotika #MachineLearning #STEM #Maribor #DigitalneKompetence",,0,"02/04/2026 22:00",N/A,https://www.facebook.com/CodingGiants.SI/posts/pfbid02w2YGpxVV8JQ6hquuW5rNabXEJiTBzbjgazqbzwpX2FyXVSuPwTQdCcNmy8pSsERdl,0,0,Fotografije,,,,,"Življenjska doba",43,0,0,,,,,,,,,,,,,,,,,,,,
